adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,quarter,year
0001564590-20-005754,OperatingIncomeLoss,us-gaap/2019,20181231,4,USD,,,378200000.0,,q1,2020
0001437749-20-004934,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap/2019,20171231,4,USD,,,-3644000.0,,q1,2020
0001572758-20-000018,NetIncomeLoss,us-gaap/2019,20180930,1,USD,,,3209000.0,,q1,2020
0000746838-20-000059,LongTermDebtAndCapitalLeaseObligations,us-gaap/2019,20191231,0,USD,,,566100000.0,,q1,2020
0001628280-20-003485,IncreaseDecreaseInNetAssetsFromParticipantTransactions,0001628280-20-003485,20171231,4,USD,,,-420500000.0,,q1,2020
0001376339-20-000009,InventoryWriteDown,us-gaap/2018,20161231,4,USD,,,1485000.0,,q1,2020
0000039911-20-000019,IncomeTaxExpenseBenefit,us-gaap/2019,20190131,4,USD,,,319000000.0,,q1,2020
0001437749-20-005176,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,us-gaap/2019,20191231,4,USD,,,0.01,,q1,2020
0001564590-20-007020,IncreaseDecreaseInAccountsPayableAndAccruedLiabilitiesExcludingOtherAccruedLiabilities,0001564590-20-007020,20181231,4,USD,,,13317000.0,,q1,2020
0000060667-20-000036,GoodwillImpairmentLoss,us-gaap/2019,20180131,4,USD,,,0.0,,q1,2020
0001396009-20-000006,IncomeTaxExpenseBenefitIncludingDiscontinuedOperations,0001396009-20-000006,20191231,4,USD,,,76011000.0,,q1,2020
0001437749-20-003943,GrossProfit,us-gaap/2019,20190630,1,USD,,,83225000.0,,q1,2020
0001159508-20-000012,IncomeLossAadjustedForNonCashCargesCcreditsAndOtherItems,0001159508-20-000012,20171231,4,EUR,,,2914000000.0,,q1,2020
0000040888-20-000003,IncreaseDecreaseInAccountsPayable,us-gaap/2019,20171231,4,USD,,,1600000.0,,q1,2020
0001558370-20-001041,OtherAssetsNoncurrent,us-gaap/2019,20181231,0,USD,AdjustmentsForNewAccountingPronouncements=AccountingStandardsUpdate201602;Restatement=RestatementAdjustment;,,-19000000.0,,q1,2020
0001564590-20-005593,IncreaseDecreaseInNotesReceivables,us-gaap/2019,20171231,4,USD,ConsolidatedEntities=LamarMediaCorporationAndSubsidiaries;,,-515000.0,,q1,2020
0000027419-20-000008,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,us-gaap/2019,20181031,1,USD,,,0.01,,q1,2020
0001193125-20-035745,EducationalImprovementTaxCredit,0001193125-20-035745,20191231,2,USD,,,45000.0,,q1,2020
0001574774-20-000032,FinanceLeaseLiabilityCurrent,us-gaap/2019,20191231,0,USD,,,394000.0,,q1,2020
0001028918-20-000049,GainLossOnSaleOfPropertyPlantEquipment,us-gaap/2019,20171231,4,USD,,,-234000.0,,q1,2020
0000764180-20-000018,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2019,20191231,4,USD,ConsolidatedEntities=GuarantorSubsidiaries;ConsolidationItems=ReportableLegalEntities;,,56000000.0,,q1,2020
0001193125-20-000753,ConvertibleDebtCurrent,us-gaap/2019,20190930,0,USD,DebtInstrument=TwoThousandNineteenConvertibleBridgeNotes;,,0.0,,q1,2020
0001489096-20-000028,DeferredTaxLiabilitiesNoncurrent,us-gaap/2018,20191231,0,USD,,,24074000.0,,q1,2020
0001062993-20-001566,DueToOfficersOrStockholdersNoncurrent,us-gaap/2019,20181231,0,USD,,,490037.0,,q1,2020
0001123852-20-000003,RegulatoryAssetsCurrent,us-gaap/2019,20181231,0,USD,RegulatoryAsset=PensionAndRetireeMedicalObligations;,,28100000.0,,q1,2020
0001601669-20-000018,TreasuryStockValueAcquiredCostMethod,us-gaap/2019,20191231,4,USD,EquityComponents=TreasuryStockCommon;,,75056000.0,,q1,2020
0000104889-20-000007,Depreciation,us-gaap/2019,20171231,4,USD,BusinessSegments=AllOtherSegments;ConsolidationItems=OperatingSegments;,,1546000.0,,q1,2020
0000737758-20-000007,Assets,us-gaap/2018,20190131,0,USD,BusinessSegments=ProfessionalSegment;ConsolidationItems=OperatingSegments;,,959768000.0,,q1,2020
0001062993-20-001379,AdjustmentsForIncreaseDecreaseInTradeAndOtherPayables,ifrs/2019,20191231,4,CAD,,,825120.0,,q1,2020
0001685040-20-000007,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20191231,0,USD,,,3240000000.0,,q1,2020
0000027996-20-000022,AssetImpairmentCharges,us-gaap/2019,20180331,1,USD,,,2149000.0,,q1,2020
0000726865-20-000118,BenefitsLossesAndExpenses,us-gaap/2019,20180630,1,USD,,,3357000000.0,,q1,2020
0000351569-20-000022,AvailableForSaleSecuritiesDebtSecurities,us-gaap/2019,20191231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=MortgageBackedSecurities;,,1148870000.0,,q1,2020
0001161728-20-000016,MinorityInterest,us-gaap/2019,20191231,0,USD,LegalEntity=Mge;,Mge,140303000.0,,q1,2020
0001096343-20-000039,DeferredPolicyAcquisitionCosts,us-gaap/2019,20181231,0,USD,BusinessSegments=Reinsurance;,,159150000.0,,q1,2020
0001035443-20-000042,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,us-gaap/2019,20171231,4,USD,ConsolidatedEntities=GuarantorSubsidiaries;,,0.0,,q1,2020
0001558370-20-002520,SecuredDebt,us-gaap/2019,20181231,0,USD,RealEstateProperties=PartiallyOwnedProperties;,,166492692.0,,q1,2020
0000104819-20-000003,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2019,20191231,0,USD,,,61148000.0,,q1,2020
0001477932-20-000860,CashEquivalentsAtCarryingValue,us-gaap/2019,20181231,0,USD,,,1580.0,,q1,2020
0001564590-20-010451,CashAndCashEquivalentsAtCarryingValue,us-gaap/2019,20191231,0,USD,,,3411108.0,,q1,2020
0000805676-20-000040,LoansAndLeasesReceivableGrossCarryingAmount,us-gaap/2019,20181231,0,USD,FinancingReceivableRecordedInvestmentByClassOfFinancingReceivable=CommercialRealEstatePortfolioSegment;InternalCreditAssessment=RecordedInvestment;,,1287795000.0,,q1,2020
0001072627-20-000034,AdditionalPaidInCapital,us-gaap/2018,20171231,0,USD,Restatement=RestatementAdjustment;,,356171000.0,,q1,2020
0000092380-20-000024,AssetsConstructedForOthers,0000092380-20-000024,20191231,0,USD,,,164000000.0,,q1,2020
0001477932-20-001729,StockholdersEquity,us-gaap/2019,20171231,0,USD,,,94626.0,,q1,2020
0000904163-20-000004,WithdrawalFromContractHoldersFunds,us-gaap/2019,20181231,4,USD,,,1345498000.0,,q1,2020
0001558370-20-002327,StockIssuedDuringPeriodValueShareBasedCompensation,us-gaap/2019,20181231,4,USD,,,175000.0,,q1,2020
0001393066-20-000002,RepaymentsOfDebtAndCapitalLeaseObligations,us-gaap/2019,20181231,4,USD,,,0.0,,q1,2020
0001427570-20-000018,ShareBasedCompensation,us-gaap/2019,20181231,4,USD,,,4693000.0,,q1,2020
0001564590-20-006075,Revenues,us-gaap/2019,20181231,1,USD,,,508748000.0,,q1,2020
0001558370-20-000978,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20181231,4,USD,,,6289000000.0,,q1,2020
0000037808-20-000004,ServiceCharges,0000037808-20-000004,20191231,4,USD,,,124000000.0,,q1,2020
0001407623-20-000029,ProceedsFromSaleOfRealEstateHeldforinvestment,us-gaap/2018,20181231,4,USD,,,26880000.0,,q1,2020
0001637207-20-000008,ProfitLoss,us-gaap/2018,20191231,4,USD,,,135413000.0,,q1,2020
0000766829-20-000055,ProfitLoss,us-gaap/2019,20181231,4,USD,,,38767000.0,,q1,2020
0001564590-20-010869,ProfitLoss,us-gaap/2019,20181231,4,USD,,,-12813000.0,,q1,2020
0001004702-20-000027,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2019,20191231,4,USD,,,-59395000.0,,q1,2020
0000020286-20-000011,PrepaidReinsurancePremiums,us-gaap/2019,20191231,0,USD,,,54000000.0,,q1,2020
0001048268-20-000005,PreferredStockSharesOutstanding,us-gaap/2019,20191231,0,shares,,,0.0,,q1,2020
0001213900-20-003717,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2019,20181231,3,USD,,,,,q1,2020
0001012477-20-000007,ProceedsFromIssuanceOrSaleOfEquity,us-gaap/2018,20181231,4,USD,,,577000.0,,q1,2020
0001564590-20-005762,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20181231,4,USD,,,-96300000.0,,q1,2020
0001558370-20-000780,OtherOperatingIncomeExpenseNet,us-gaap/2019,20171231,4,USD,,,16000000.0,,q1,2020
0001594012-20-000013,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2019,20191231,4,USD,,,-7053000.0,,q1,2020
0001654954-20-002597,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2019,20181231,4,USD,,,-2607000.0,,q1,2020
0001564590-20-009148,NonCashAcquisitionOfSharesFromEquitySalesAgreement,0001564590-20-009148,20181231,4,USD,,,255000.0,,q1,2020
0000832101-20-000007,IssuanceOfCommonStockFromExerciseOfStockOptionsAndDeferredCompensationPlansTaxAmount,0000832101-20-000007,20181231,4,USD,,,4267000.0,,q1,2020
0001477932-20-000675,Revenues,us-gaap/2019,20191231,1,USD,,,805281.0,,q1,2020
0001561660-20-000027,Revenues,us-gaap/2019,20181231,1,USD,,,113000000.0,,q1,2020
0001618732-20-000012,RepaymentsOfAssumedDebt,us-gaap/2019,20190131,2,USD,,,991000.0,,q1,2020
0001694426-20-000011,ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,us-gaap/2019,20191231,4,USD,,,800000.0,,q1,2020
0001057877-20-000040,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2019,20181231,4,USD,,,220000000.0,,q1,2020
0001628280-20-003841,PreferredStockParOrStatedValuePerShare,us-gaap/2019,20181231,0,USD,,,0.0001,,q1,2020
0001558370-20-001342,PreferredStockParOrStatedValuePerShare,us-gaap/2019,20181231,0,USD,,,0.01,,q1,2020
0001437749-20-005285,ProvisionForLoanAndLeaseLosses,us-gaap/2019,20180331,1,USD,,,400000.0,,q1,2020
0001705682-20-000006,PaymentsOfDebtIssuanceCosts,us-gaap/2019,20171231,4,USD,,,18000000.0,,q1,2020
0001692063-20-000032,PaymentsOfDividends,us-gaap/2018,20171231,4,USD,,,25500000.0,,q1,2020
0001165002-20-000035,PaymentsOfDividends,us-gaap/2019,20191231,4,USD,,,26089000.0,,q1,2020
0001664703-20-000013,OtherLiabilitiesCurrent,us-gaap/2019,20180930,0,USD,,,63986000.0,,q1,2020
0001213900-20-004255,OtherNonoperatingExpense,us-gaap/2019,20191231,1,USD,,,338517.0,,q1,2020
0000768835-20-000033,OperatingLeaseLiabilityNoncurrent,us-gaap/2019,20190131,0,USD,,,0.0,,q1,2020
0000921082-20-000004,OperatingCostsAndExpenses,us-gaap/2019,20171231,4,USD,,,236888000.0,,q1,2020
0001193125-20-043622,Liabilities,us-gaap/2019,20181231,0,USD,,,415717000000.0,,q1,2020
0001421461-20-000007,IncomeTaxesPaidNet,us-gaap/2019,20191231,4,USD,,,942000.0,,q1,2020
0001393612-20-000009,IncomeTaxExpenseBenefit,us-gaap/2019,20191231,1,USD,,,216000000.0,,q1,2020
0001558370-20-001763,IncreaseDecreaseInAccountsReceivable,us-gaap/2019,20171231,4,USD,,,2607000.0,,q1,2020
0000889331-20-000014,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap/2019,20191231,4,USD,,,-10573000.0,,q1,2020
0000808362-20-000003,DepreciationDepletionAndAmortization,us-gaap/2019,20181231,4,USD,BusinessSegments=OilfieldEquipment;ConsolidationItems=OperatingSegments;,,173000000.0,,q1,2020
0001733998-20-000006,RegulatoryAssetsNoncurrent,us-gaap/2019,20181231,0,USD,LegalEntity=NorthwestNaturalGasCompany;RegulatoryAsset=PensionAndOtherPostretirementPlansCosts;,,174993000.0,,q1,2020
0001651094-20-000010,StockholdersEquity,us-gaap/2019,20171231,0,USD,DebtInstrument=USTermNote;DerivativeInstrumentRisk=InterestRateCap;EquityComponents=AccumulatedGainLossNetCashFlowHedgeParent;,,0.0,,q1,2020
0001628280-20-002318,OperatingIncomeLoss,us-gaap/2019,20181231,4,USD,BusinessAcquisition=A2018And2019Acquisitions;LegalEntity=ESHHospitalityInc.;,,253000.0,,q1,2020
0001193125-20-056815,InvestmentOwnedAtFairValue,us-gaap/2019,20181231,0,USD,BusinessSegments=ProsharesUltraShortGold;InvestmentsHolding=UnitedStatesTreasuryBillsOnePointEightEightFivePercentageDueJanuaryThirtyOneTwoThousandAndNineteen;InvestmentType=USGovernmentAgenciesShorttermDebtSecurities;,,998163.0,,q1,2020
0000354707-20-000045,PaymentsOfDividendsCommonStock,us-gaap/2019,20171231,4,USD,ConsolidatedEntities=HawaiiElectricLightCompanyInc;ConsolidationItems=ReportableLegalEntities;LegalEntity=HawaiianElectricCompanyAndSubsidiaries;,,24796000.0,,q1,2020
0001104659-20-031995,IncomeTaxExpenseBenefit,us-gaap/2019,20190630,1,USD,,,1666000.0,,q1,2020
0001544227-20-000004,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2019,20191231,4,USD,,,33000.0,,q1,2020
0001364479-20-000005,DeferredIncomeTaxesAndTaxCredits,us-gaap/2019,20191231,4,USD,,,-10700000.0,,q1,2020
0000712034-20-000013,EmployeeRelatedLiabilitiesCurrent,us-gaap/2019,20191231,0,USD,,,48500000.0,,q1,2020
0001193125-20-027769,IntangibleAssetsNetExcludingGoodwill,us-gaap/2019,20191231,0,USD,BusinessSegments=Diagnostics;ConsolidationItems=OperatingSegments;,,58277000.0,,q1,2020
0000004457-20-000027,EmployeeStockOwnershipPlanESOPGainLossOnTransactionsInDeferredShares,us-gaap/2018,20181231,1,USD,EquityComponents=TreasuryStockPreferred;,,0.0,,q1,2020
0001437749-20-003038,CommonStockValue,us-gaap/2019,20191231,0,USD,,,33794.0,,q1,2020
0001433195-20-000019,DepreciationDepletionAndAmortization,us-gaap/2019,20181231,4,USD,,,14576000.0,,q1,2020
0001403853-20-000016,EarningsPerShareBasic,us-gaap/2019,20181231,1,USD,,,-0.72,,q1,2020
0001535929-20-000012,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2019,20181231,4,USD,ConsolidatedEntities=ParentCompany;,,-32000000.0,,q1,2020
0001493152-20-001950,Depreciation,us-gaap/2019,20190930,3,USD,LegalEntity=CoastalPrideCompanyInc;,CoastalPrideCompanyInc,3636.0,,q1,2020
0001005011-20-000005,Assets,us-gaap/2019,20191231,0,USD,BusinessSegments=EuropePaperboardPackaging;ConsolidationItems=OperatingSegments;,,686300000.0,,q1,2020
0001163302-20-000012,OtherLiabilitiesNoncurrent,us-gaap/2019,20191231,0,USD,ScheduleOfEquityMethodInvestmentEquityMethodInvesteeName=PatriotPremiumThreadingServicesLLC;,,5700000.0,,q1,2020
0000895421-20-000265,PrincipalInvestmentGainsLosses,us-gaap/2019,20181231,4,USD,BusinessSegments=InvestmentManagementSegment;ConsolidationItems=OperatingSegments;,,254000000.0,,q1,2020
0001628280-20-002583,Revenue,ifrs/2019,20171231,4,USD,AssociatesAndJointVentures=Corporate1;,,2000000.0,,q1,2020
0001104659-20-023423,PartnersCapitalAccountAcquisitions,us-gaap/2019,20171231,4,USD,EquityComponents=FormerParentEquity;ScheduleOfEquityMethodInvestmentEquityMethodInvesteeName=PortlandNaturalGasTransmissionSystem;,,-32000000.0,,q1,2020
0001654954-20-002485,InvestmentOwnedAtFairValue,us-gaap/2019,20191231,0,USD,InvestmentSecondaryCategorization=CNHIndustrialCapitalLLCTwo;InvestmentType=CommercialPaper;LegalEntity=TeucriumCommodityTrust;,,4998716.0,,q1,2020
0001213900-20-006721,Goodwill,us-gaap/2019,20191231,0,USD,BusinessSegments=Messaging;,,2480000.0,,q1,2020
0001486159-20-000018,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20181231,4,USD,BusinessSegments=MidstreamServices;ConsolidationItems=OperatingSegments;ProductOrService=WaterServices;,,8221000.0,,q1,2020
0000937834-20-000005,InterestCreditedToPolicyholdersAccountBalances,us-gaap/2019,20171231,4,USD,DerivativeInstrumentRisk=CurrencySwap;DerivativeInstrumentsGainLossByHedgingRelationship=FairValueHedging;InvestmentType=Derivative;,,0.0,,q1,2020
0001564590-20-010983,StockholdersEquity,us-gaap/2019,20200131,0,USD,EquityComponents=DeferredCompensationShareBasedPayments;,,437000.0,,q1,2020
0001289848-20-000006,RestructuringCharges,us-gaap/2019,20181231,4,USD,BusinessSegments=CorporateNonSegment;,,1600000.0,,q1,2020
0001640334-20-000592,PropertyPlantAndEquipmentNet,us-gaap/2019,20190731,0,USD,PropertyPlantAndEquipmentByType=OfficeEquipment;,,23781.0,,q1,2020
0001130310-20-000016,PreferredStockParOrStatedValuePerShare,us-gaap/2018,20180831,0,USD,ClassOfStock=SeriesAPreferredStock;,,1000.0,,q1,2020
0001628280-20-002113,StockIssuedDuringPeriodValueStockOptionsExercisedandOther,0001628280-20-002113,20171231,4,USD,EquityComponents=RetainedEarnings;,,-1000000.0,,q1,2020
0001102993-20-000017,NetIncomeLoss,us-gaap/2019,20191231,4,USD,EquityComponents=RetainedEarnings;,,-96071000.0,,q1,2020
0001564590-20-007402,NetIncomeLoss,us-gaap/2019,20171231,4,USD,EquityComponents=RetainedEarnings;,,-38929000.0,,q1,2020
0001053507-20-000028,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,us-gaap/2019,20181231,4,USD,EquityComponents=RetainedEarnings;,,1236400000.0,,q1,2020
0000014930-20-000027,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2019,20181231,4,USD,EquityComponents=CommonStock;,,0.0,,q1,2020
0001573516-20-000007,AccountsReceivableNetCurrent,us-gaap/2019,20191231,0,USD,,,172900000.0,,q1,2020
0001276187-20-000011,AssetsCurrent,us-gaap/2019,20191231,0,USD,,,7867000000.0,,q1,2020
0001185185-20-000382,AssetsCurrent,us-gaap/2020,20191231,0,USD,,,603251.0,,q1,2020
0001564590-20-010835,ProceedsFromLongTermLinesOfCredit,us-gaap/2019,20180131,4,USD,DebtInstrument=ABLSeniorSecuredRevolvingFacility;,,1215500000.0,,q1,2020
0001193125-20-043247,DeferredTaxAssets,ifrs/2018,20191231,0,USD,TemporaryDifferenceUnusedTaxLossesAndUnusedTaxCredits=UnusedTaxLosses;,,511000000.0,,q1,2020
0001283630-20-000029,NetCashProvidedByUsedInInvestingActivities,us-gaap/2019,20191231,4,USD,LegalEntity=AmericanCampusCommunitiesOperatingPartnershipLimitedPartnership;,AmericanCampusCommunitiesOperatingPartnershipLimitedPartnership,-416140000.0,,q1,2020
0001564590-20-009360,CostsAndExpenses,us-gaap/2019,20181231,4,USD,ConsolidatedEntities=GuarantorSubsidiaries;,,369959000.0,,q1,2020
0001558370-20-000638,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2019,20191231,2,USD,ProductOrService=License;,,31914000.0,,q1,2020
0001564590-20-010927,OtherLiabilities,ifrs/2018,20191231,0,USD,ClassesOfPropertyPlantAndEquipment=MiningProperty;,,2236000.0,,q1,2020
0001564590-20-007640,ProceedsFromContributionsFromParent,us-gaap/2019,20191231,4,USD,RelatedPartyTransactionsByRelatedParty=DominionEnergy;,,835000000.0,,q1,2020
0001193125-20-086313,PartnersCapitalAccountUnits,us-gaap/2019,20181231,0,shares,CapitalUnitsByClass=CapitalUnitClassD;,,600.058,,q1,2020
0001072627-20-000034,GainLossOnInvestments,us-gaap/2018,20171231,4,USD,Restatement=ScenarioPreviouslyReported;,,968000.0,,q1,2020
0001654954-20-002158,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2019,20191231,4,USD,,,20446000.0,,q1,2020
0000350698-20-000042,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2019,20181231,4,USD,,,67200000.0,,q1,2020
0001477932-20-000218,OperatingExpenses,us-gaap/2019,20191130,1,USD,,,-5953.0,,q1,2020
0001297184-20-000007,NetCashProvidedByUsedInOperatingActivities,us-gaap/2019,20181231,4,USD,,,38191000.0,,q1,2020
0001564590-20-008138,OperatingIncomeLoss,us-gaap/2019,20180331,1,USD,,,-7873000.0,,q1,2020
0001564590-20-003268,OtherAssetsNoncurrent,us-gaap/2019,20190331,0,USD,,,17717000.0,,q1,2020
0001545654-20-000007,OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,us-gaap/2019,20191231,4,USD,,,-700000.0,,q1,2020
0001213900-20-007488,NetCashProvidedByUsedInFinancingActivities,us-gaap/2019,20191231,4,USD,,,,,q1,2020
0001558370-20-000638,NetCashProvidedByUsedInFinancingActivities,us-gaap/2019,20181231,2,USD,,,-4135000.0,,q1,2020
0001564590-20-008081,LiabilitiesAndStockholdersEquity,us-gaap/2019,20191231,0,USD,,,4657122000.0,,q1,2020
0001683168-20-000193,Liabilities,us-gaap/2019,20181231,0,USD,,,8179168.0,,q1,2020
0001640334-20-000672,InterestExpenseRelatedParty,us-gaap/2019,20181231,4,USD,,,-49875.0,,q1,2020
0001130464-20-000006,IncomeTaxExpenseBenefit,us-gaap/2019,20191231,4,USD,,,29580000.0,,q1,2020
0001558370-20-001393,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2019,20191231,4,USD,BusinessSegments=NorthAmericaCommissaries;ConsolidationItems=OperatingSegments;,,30439000.0,,q1,2020
0001378789-20-000004,InterestExpense,us-gaap/2019,20171231,4,USD,ConsolidatedEntities=GuarantorSubsidiaries;ConsolidationItems=ReportableLegalEntities;DebtInstrument=AerCapTrustAICDCNotes;,,410000000.0,,q1,2020
0001493152-20-005149,IncreaseDecreaseInAccountsPayable,us-gaap/2019,20191231,4,USD,,,16000.0,,q1,2020
0001493152-20-005508,IncreaseDecreaseInContractWithCustomerLiability,us-gaap/2019,20171231,4,USD,,,-415000.0,,q1,2020
0001540947-20-000004,PartnersCapitalAccountUnitBasedCompensation,us-gaap/2018,20181231,4,USD,CapitalUnitsByClass=CommonUnits;PartnerTypeOfPartnersCapitalAccount=LimitedPartnerCommon;,,353000.0,,q1,2020
0001423902-20-000019,PaymentsToAcquireProductiveAssets,us-gaap/2019,20171231,4,USD,LegalEntity=WesternMidstreamOperatingLP;RelatedPartyTransactionsByRelatedParty=ThirdParties;,,177798000.0,,q1,2020
0001436425-20-000008,LoansAndLeasesReceivableNetOfDeferredIncomeCoveredAndNoncovered,0001436425-20-000008,20181231,0,USD,FinancingReceivablePortfolioSegment=ConstructionAndLandPortfolioSegment;FinancingReceivableRecordedInvestmentByClassOfFinancingReceivable=RealEstateLoans;ScheduleOfReceivablesWithImputedInterestNameOfReceivableWithImputedInterest=FinancialAssetOriginated;,,161232000.0,,q1,2020
